,baseline-hyb-R1,baseline-hyb-R2,baseline-hyb-RL,bert-hyb-R1,bert-hyb-R2,bert-hyb-RL,t5-hyb-R1,t5-hyb-R2,t5-hyb-RL,gpt35-hyb-R1,gpt35-hyb-R2,gpt35-hyb-RL,gpt4-hyb-R1,gpt4-hyb-R2,gpt4-hyb-RL
0,0.20869565217391303,0.08771929824561403,0.1391304347826087,0.28571428571428564,0.12727272727272726,0.19642857142857145,0.24719101123595508,0.11494252873563218,0.17977528089887643,0.3146067415730337,0.13793103448275862,0.24719101123595508,0.32183908045977005,0.14117647058823532,0.27586206896551724
1,0.25974025974025977,0.06578947368421052,0.14285714285714288,0.4,0.12048192771084337,0.21176470588235294,0.380952380952381,0.09836065573770493,0.1904761904761905,0.48571428571428577,0.14705882352941177,0.2571428571428572,0.4705882352941177,0.1818181818181818,0.2647058823529411
2,0.29378531073446323,0.11428571428571428,0.16949152542372883,0.5333333333333332,0.25,0.35555555555555557,0.45945945945945943,0.2222222222222222,0.3243243243243243,0.4186046511627907,0.16666666666666666,0.23255813953488372,0.4155844155844156,0.21333333333333332,0.25974025974025977
3,0.4678362573099415,0.2603550295857988,0.3625730994152047,0.5585585585585585,0.3119266055045872,0.3243243243243243,0.4719101123595506,0.20689655172413796,0.24719101123595505,0.48648648648648646,0.25688073394495414,0.3063063063063063,0.47311827956989244,0.32967032967032966,0.40860215053763443
4,0.33128834355828224,0.13664596273291926,0.19631901840490798,0.47826086956521735,0.19999999999999998,0.32608695652173914,0.38888888888888895,0.11428571428571427,0.25,0.47916666666666663,0.14893617021276595,0.18749999999999997,0.4109589041095891,0.19718309859154928,0.24657534246575347
5,0.35714285714285715,0.21621621621621623,0.32142857142857145,0.490066225165563,0.30872483221476504,0.31788079470198677,0.3636363636363636,0.15126050420168066,0.21487603305785127,0.41891891891891897,0.1917808219178082,0.27027027027027023,0.3230769230769231,0.09375000000000001,0.16923076923076924
6,0.2727272727272727,0.16923076923076924,0.18181818181818182,0.19444444444444445,0.057142857142857134,0.13888888888888892,0.4406779661016949,0.2105263157894737,0.23728813559322035,0.47619047619047616,0.2950819672131148,0.41269841269841273,0.3703703703703704,0.15384615384615383,0.25925925925925924
7,0.2658227848101266,0.07692307692307693,0.16455696202531647,0.2545454545454546,0.07407407407407407,0.2,0.24691358024691357,0.0759493670886076,0.1728395061728395,0.3617021276595745,0.10869565217391304,0.21276595744680848,0.3157894736842105,0.08602150537634408,0.16842105263157894
8,0.43386243386243384,0.2994652406417112,0.38095238095238093,0.46296296296296297,0.3018867924528302,0.37037037037037035,0.3733333333333333,0.19178082191780818,0.2666666666666667,0.0,0.0,0.0,0.0,0.0,0.0
9,0.29931972789115646,0.20689655172413793,0.272108843537415,0.4883720930232558,0.35714285714285715,0.46511627906976744,0.5970149253731343,0.4615384615384615,0.5671641791044777,0.4776119402985074,0.2769230769230769,0.417910447761194,0.5352112676056338,0.2898550724637681,0.47887323943661975
10,0.26865671641791045,0.10606060606060606,0.1791044776119403,0.32558139534883723,0.14285714285714285,0.27906976744186046,0.44067796610169496,0.2105263157894737,0.3389830508474576,0.345679012345679,0.10126582278481011,0.22222222222222224,0.34146341463414637,0.125,0.21951219512195125
11,0.5445544554455446,0.37000000000000005,0.4851485148514851,0.5528455284552846,0.3801652892561983,0.3902439024390244,0.5523809523809524,0.38834951456310673,0.4380952380952381,0.5789473684210525,0.44642857142857145,0.47368421052631576,0.5535714285714286,0.3454545454545454,0.48214285714285715
12,0.36036036036036034,0.12727272727272726,0.17117117117117117,0.3941605839416058,0.13333333333333333,0.2043795620437956,0.4409448818897638,0.192,0.2204724409448819,0.39694656488549623,0.13953488372093023,0.19847328244274812,0.3247863247863248,0.12173913043478259,0.17094017094017094
13,0.2745098039215686,0.0693069306930693,0.11764705882352942,0.5185185185185186,0.1320754716981132,0.2037037037037037,0.391304347826087,0.13333333333333333,0.21739130434782608,0.4615384615384615,0.07843137254901962,0.21153846153846154,0.3023255813953488,0.0,0.13953488372093023
14,0.12962962962962962,0.0,0.0925925925925926,0.11235955056179775,0.0,0.0898876404494382,0.10526315789473685,0.0,0.07017543859649122,0.16666666666666666,0.0,0.1388888888888889,0.14035087719298245,0.0,0.07017543859649122
15,0.2569832402234637,0.05649717514124294,0.1564245810055866,0.32432432432432434,0.11009174311926606,0.2342342342342342,0.23684210526315788,0.02702702702702702,0.15789473684210525,0.28,0.061224489795918366,0.14,0.2653061224489796,0.041666666666666664,0.12244897959183673
16,0.1688888888888889,0.08968609865470852,0.14222222222222225,0.3541666666666667,0.19148936170212766,0.2916666666666667,0.3595505617977528,0.1839080459770115,0.33707865168539325,0.3466666666666667,0.1643835616438356,0.29333333333333333,0.4050632911392405,0.1818181818181818,0.3544303797468354
17,0.2934782608695652,0.054945054945054944,0.15217391304347824,0.35294117647058826,0.08,0.17647058823529413,0.3370786516853933,0.09195402298850573,0.1797752808988764,0.39215686274509803,0.08,0.17647058823529413,0.3564356435643565,0.0808080808080808,0.21782178217821785
18,0.40624999999999994,0.15748031496062992,0.1796875,0.25609756097560976,0.037037037037037035,0.14634146341463417,0.24050632911392403,0.038461538461538464,0.11392405063291139,0.3391812865497076,0.15384615384615383,0.17543859649122806,0.2754491017964072,0.09696969696969697,0.11976047904191615
19,0.12935323383084577,0.04020100502512562,0.08955223880597016,0.24096385542168675,0.04938271604938271,0.16867469879518074,0.2058823529411765,0.060606060606060615,0.17647058823529413,0.2619047619047619,0.0975609756097561,0.1904761904761905,0.35294117647058826,0.12121212121212123,0.23529411764705882
20,0.2681564245810056,0.1581920903954802,0.2011173184357542,0.45161290322580644,0.28571428571428575,0.27956989247311825,0.6000000000000001,0.3823529411764706,0.4571428571428572,0.3296703296703297,0.15730337078651685,0.2637362637362637,0.28915662650602414,0.17283950617283952,0.26506024096385544
21,0.3023255813953488,0.058823529411764705,0.18604651162790697,0.4772727272727273,0.11627906976744186,0.25,0.36619718309859156,0.11594202898550725,0.22535211267605634,0.46808510638297873,0.10869565217391305,0.23404255319148937,0.37837837837837834,0.05555555555555556,0.24324324324324323
22,0.19875776397515527,0.06289308176100629,0.12422360248447205,0.3595505617977528,0.16091954022988506,0.2247191011235955,0.42424242424242425,0.1875,0.3636363636363636,0.39999999999999997,0.12048192771084336,0.23529411764705882,0.4444444444444444,0.14285714285714285,0.3611111111111111
23,0.3282051282051282,0.11398963730569948,0.17435897435897435,0.42990654205607476,0.13333333333333333,0.2616822429906542,0.43678160919540227,0.16470588235294117,0.2298850574712644,0.0,0.0,0.0,0.0,0.0,0.0
24,0.375,0.2658227848101266,0.2,0.5227272727272727,0.37209302325581395,0.4318181818181818,0.5352112676056339,0.37681159420289856,0.3380281690140845,0.5842696629213484,0.3218390804597701,0.24719101123595505,0.5507246376811595,0.3582089552238806,0.2898550724637681
25,0.1954022988505747,0.058139534883720936,0.1149425287356322,0.26086956521739135,0.08849557522123894,0.17391304347826084,0.18604651162790697,0.07142857142857142,0.09302325581395349,0.3440860215053763,0.10989010989010989,0.1935483870967742,0.32989690721649484,0.06315789473684211,0.18556701030927836
26,0.29333333333333333,0.14864864864864866,0.13333333333333336,0.375,0.2051282051282051,0.225,0.2903225806451613,0.06666666666666667,0.16129032258064516,0.5384615384615384,0.2894736842105263,0.2564102564102564,0.31168831168831174,0.10666666666666669,0.15584415584415587
