,baseline-ext-R1,baseline-ext-R2,baseline-ext-RL,bert-base-ext-zs-R1,bert-base-ext-zs-R2,bert-base-ext-zs-RL,t5-small-ext-zs-R1,t5-small-ext-zs-R2,t5-small-ext-zs-RL,gpt-3.5-ext-zs-R1,gpt-3.5-ext-zs-R2,gpt-3.5-ext-zs-RL,gpt-4-ext-zs-R1,gpt-4-ext-zs-R2,gpt-4-ext-zs-RL,bert-base-ext-ft-R1,bert-base-ext-ft-R2,bert-base-ext-ft-RL,gpt35-ext-ft-R1,gpt35-ext-ft-R2,gpt35-ext-ft-RL,gpt40-ext-ft-R1,gpt40-ext-ft-R2,gpt40-ext-ft-RL
0,0.25,0.10526315789473685,0.18749999999999997,0.3076923076923077,0.125,0.23076923076923078,0.27272727272727276,0.06976744186046512,0.2045454545454545,0.25165562913907286,0.09395973154362416,0.1986754966887417,0.24675324675324675,0.09210526315789475,0.19480519480519481,0.17391304347826086,0.04444444444444444,0.15217391304347824,0.45454545454545453,0.23255813953488372,0.3636363636363636,0.35955056179775285,0.11494252873563218,0.24719101123595508
1,0.33599999999999997,0.11382113821138214,0.19199999999999998,0.2777777777777778,0.05714285714285714,0.16666666666666669,0.4225352112676056,0.14492753623188406,0.2535211267605634,0.45161290322580644,0.17582417582417584,0.25806451612903225,0.45161290322580644,0.17582417582417584,0.25806451612903225,0.5,0.18604651162790697,0.29545454545454547,0.5783132530120482,0.2469135802469136,0.3614457831325301,0.41463414634146345,0.125,0.24390243902439027
2,0.3333333333333333,0.1625,0.19753086419753088,0.3652173913043478,0.12389380530973451,0.22608695652173916,0.46341463414634143,0.225,0.26829268292682923,0.37398373983739835,0.1983471074380165,0.2926829268292683,0.3206106870229008,0.07751937984496124,0.15267175572519084,0.5555555555555556,0.31818181818181823,0.33333333333333326,0.449438202247191,0.16091954022988506,0.2247191011235955,0.48837209302325585,0.19047619047619047,0.3255813953488372
3,0.46327683615819215,0.25142857142857145,0.384180790960452,0.3304347826086957,0.16666666666666669,0.22608695652173916,0.44036697247706424,0.14953271028037385,0.23853211009174313,0.5153374233128835,0.3354037267080745,0.441717791411043,0.328125,0.1732283464566929,0.25,0.4580152671755725,0.24806201550387597,0.3358778625954198,0.5263157894736842,0.375,0.4210526315789474,0.5,0.2982456140350877,0.3793103448275862
4,0.410958904109589,0.16666666666666666,0.24657534246575347,0.3582089552238806,0.15151515151515152,0.20895522388059704,0.4186046511627907,0.07142857142857142,0.2558139534883721,0.4028776978417266,0.145985401459854,0.2733812949640288,0.36809815950920244,0.11180124223602485,0.18404907975460122,0.3829787234042554,0.10869565217391304,0.2127659574468085,0.42857142857142855,0.08333333333333333,0.22448979591836737,0.49484536082474234,0.1894736842105263,0.2268041237113402
5,0.5360824742268041,0.3020833333333333,0.40206185567010305,0.29896907216494845,0.11458333333333331,0.20618556701030924,0.36507936507936506,0.20967741935483872,0.30158730158730157,0.2995169082125604,0.07804878048780489,0.1932367149758454,0.22962962962962966,0.022388059701492536,0.14074074074074075,0.3971631205673759,0.21582733812949642,0.3262411347517731,0.37241379310344824,0.1678321678321678,0.26206896551724135,0.48920863309352514,0.2627737226277372,0.3741007194244604
6,0.3076923076923077,0.19130434782608696,0.2051282051282051,0.15384615384615385,0.02247191011235955,0.0879120879120879,0.14705882352941177,0.060606060606060615,0.11764705882352942,0.1746031746031746,0.04838709677419355,0.11111111111111112,0.22535211267605634,0.07142857142857144,0.1267605633802817,0.35,0.23076923076923078,0.22499999999999995,0.2368421052631579,0.05405405405405406,0.15789473684210525,0.4864864864864865,0.3055555555555555,0.2702702702702703
7,0.24875621890547264,0.08040201005025126,0.15920398009950248,0.20588235294117646,0.06666666666666668,0.1323529411764706,0.2542372881355932,0.05172413793103449,0.16949152542372883,0.24161073825503354,0.05442176870748299,0.18791946308724833,0.22222222222222224,0.056179775280898875,0.12222222222222222,0.2857142857142857,0.07272727272727272,0.1785714285714286,0.3478260869565218,0.08888888888888888,0.2173913043478261,0.3111111111111111,0.0909090909090909,0.15555555555555556
8,0.3129251700680272,0.20689655172413793,0.28571428571428575,0.34210526315789475,0.2162162162162162,0.34210526315789475,0.5797101449275361,0.41791044776119407,0.5507246376811594,0.3548387096774194,0.16393442622950818,0.27419354838709675,0.3841059602649006,0.21476510067114096,0.2649006622516556,0.5473684210526315,0.38709677419354843,0.5263157894736842,0.5111111111111111,0.3409090909090909,0.4666666666666666,0.4772727272727273,0.3488372093023256,0.4545454545454546
9,0.16748768472906406,0.06965174129353234,0.12807881773399013,0.11046511627906976,0.04093567251461989,0.08139534883720931,0.1702127659574468,0.021739130434782608,0.12765957446808512,0.17171717171717168,0.04081632653061225,0.10101010101010102,0.1878453038674033,0.055865921787709494,0.11049723756906077,0.21739130434782608,0.06666666666666667,0.17391304347826086,0.3571428571428572,0.1219512195121951,0.21428571428571427,0.39534883720930236,0.16666666666666669,0.27906976744186046
10,0.2781456953642384,0.12080536912751677,0.1854304635761589,0.25,0.08450704225352113,0.18055555555555558,0.4301075268817204,0.17582417582417584,0.27956989247311825,0.0,0.0,0.0,0.0,0.0,0.0,0.3870967741935484,0.13186813186813187,0.25806451612903225,0.0,0.0,0.0,0.0,0.0,0.0
